,0,1,2
72,-8.687259,41.171247,20
73,-8.688033,41.172372,20
74,-8.688258,41.173038,20
75,-8.6868,41.173389,20
76,-8.685639,41.173461,20
77,-8.685495,41.17347,20
78,-8.684928,41.173533,20
79,-8.684874,41.173506,20
80,-8.684811,41.173506,20
81,-8.684811,41.173506,20
82,-8.684775,41.173497,20
83,-8.684694,41.173506,20
84,-8.630784,41.154795,20
85,-8.631135,41.154534,20
86,-8.631126,41.154543,20
87,-8.631099,41.154552,20
88,-8.631108,41.15457,20
89,-8.631108,41.154579,20
90,-8.63145,41.154309,20
91,-8.632548,41.152491,20
92,-8.634888,41.151186,20
93,-8.638344,41.150133,20
94,-8.642457,41.149431,20
95,-8.644725,41.151294,20
96,-8.642484,41.15151,20
97,-8.640918,41.149458,20
98,-8.640198,41.146614,20
99,-8.639622,41.143923,20
100,-8.641062,41.142627,20
101,-8.641953,41.142564,20
102,-8.642142,41.141376,20
103,-8.642295,41.140872,20
104,-8.642304,41.140872,20
105,-8.642304,41.140881,20
106,-8.642304,41.140881,20
107,-8.642295,41.140881,20
108,-8.642295,41.140881,20
109,-8.642304,41.1408,20
110,-8.642817,41.140053,20
111,-8.644302,41.140341,20
112,-8.646003,41.141169,20
113,-8.647506,41.142267,20
114,-8.647776,41.142465,20
115,-8.647794,41.142501,20
116,-8.647821,41.142537,20
117,-8.647893,41.142618,20
118,-8.647857,41.142618,20
119,-8.647857,41.142618,20
120,-8.647857,41.142609,20
121,-8.647866,41.142618,20
122,-8.647875,41.142609,20
123,-8.647884,41.1426,20
124,-8.618643,41.141412,20
125,-8.618499,41.141376,20
126,-8.620326,41.14251,20
127,-8.622153,41.143815,20
128,-8.623953,41.144373,20
129,-8.62668,41.144778,20
130,-8.627373,41.144697,20
131,-8.630226,41.14521,20
132,-8.632746,41.14692,20
133,-8.631738,41.148225,20
134,-8.629938,41.150385,20
135,-8.62911,41.151213,20
136,-8.629128,41.15124,20
137,-8.628786,41.152203,20
138,-8.628687,41.152374,20
139,-8.628759,41.152518,20
140,-8.630838,41.15268,20
141,-8.632323,41.153022,20
142,-8.631144,41.154489,20
143,-8.630829,41.154507,20
144,-8.630829,41.154516,20
145,-8.630829,41.154498,20
146,-8.630838,41.154489,20
147,-8.644077,41.158845,10
148,-8.644023,41.158926,10
149,-8.64405,41.158944,10
150,-8.642277,41.15898,10
151,-8.642628,41.157954,10
152,-8.643078,41.15745,10
153,-8.644833,41.157702,10
154,-8.645184,41.157828,10
155,-8.64531,41.158017,10
156,-8.645526,41.156892,10
157,-8.647011,41.155551,10
158,-8.64774,41.154903,10
159,-8.648244,41.15529,10
160,-8.648802,41.157234,10
161,-8.649063,41.159061,10
162,-8.647182,41.158089,10
163,-8.645688,41.155749,10
164,-8.644122,41.152761,10
165,-8.641026,41.150133,10
166,-8.640171,41.146749,10
167,-8.639271,41.143032,10
168,-8.637264,41.139306,10
169,-8.635356,41.135562,10
170,-8.635545,41.13135,10
171,-8.63577,41.127057,10
172,-8.635986,41.122737,10
173,-8.634078,41.11893,10
174,-8.630532,41.116572,10
175,-8.628057,41.115195,10
176,-8.626617,41.113044,10
177,-8.626455,41.109876,10
178,-8.62641,41.105574,10
179,-8.626365,41.101371,10
180,-8.626401,41.105862,10
181,-8.626365,41.10165,10
182,-8.627454,41.097627,10
183,-8.629317,41.093811,10
184,-8.630955,41.089887,10
185,-8.630577,41.0859,10
186,-8.631243,41.082615,10
187,-8.632107,41.080257,10
188,-8.636067,41.07888,10
189,-8.640009,41.076045,10
190,-8.642052,41.071824,10
191,-8.642007,41.067441,10
192,-8.641728,41.063157,10
193,-8.640387,41.059008,10
194,-8.63919,41.05458,10
195,-8.638623,41.050089,10
196,-8.638956,41.045733,10
197,-8.636076,41.042664,10
198,-8.63487,41.041143,10
199,-8.636364,41.040441,10
200,-8.6391,41.040396,10
201,-8.641593,41.040459,10
202,-8.64405,41.040405,10
203,-8.646273,41.04036,10
204,-8.647164,41.040324,10
205,-8.647308,41.040297,10
206,-8.646957,41.0391,10
207,-8.646534,41.037849,10
208,-8.645994,41.036607,10
209,-8.645499,41.035806,10
210,-8.64477,41.034573,10
211,-8.644536,41.034186,10
212,-8.64378,41.032944,10
213,-8.642997,41.031603,10
214,-8.642034,41.030352,10
215,-8.641521,41.029659,10
216,-8.642106,41.028399,10
217,-8.642511,41.028183,10
218,-8.642115,41.029173,10
219,-8.642295,41.029137,10
220,-8.642475,41.029029,10
221,-8.642511,41.029011,10
222,-8.642502,41.029047,10
223,-8.642547,41.029056,10
224,-8.639928,41.159718,10
225,-8.640225,41.159754,10
226,-8.641323,41.15997,10
227,-8.641359,41.160573,10
228,-8.640297,41.161572,10
229,-8.639271,41.162571,10
230,-8.63856,41.163012,10
231,-8.63703,41.163912,10
232,-8.636526,41.164254,10
233,-8.638353,41.164758,10
234,-8.639937,41.165559,10
235,-8.640459,41.167044,10
236,-8.639154,41.16924,10
237,-8.635878,41.171058,10
238,-8.631198,41.172084,10
239,-8.625924,41.173029,10
240,-8.620182,41.173614,10
241,-8.614053,41.174388,10
242,-8.608653,41.173722,10
243,-8.60373,41.171472,10
244,-8.597943,41.17149,10
245,-8.593173,41.170806,10
246,-8.589789,41.168448,10
247,-8.588295,41.167161,10
248,-8.588601,41.166441,10
249,-8.588619,41.166441,10
250,-8.588619,41.166432,10
251,-8.643123,41.15943,10
252,-8.643123,41.159439,10
253,-8.643105,41.15943,10
254,-8.642619,41.159205,10
255,-8.642583,41.158377,10
256,-8.64351,41.157486,10
257,-8.645292,41.157963,10
258,-8.645652,41.15673,10
259,-8.647695,41.154975,10
260,-8.648406,41.155713,10
261,-8.649315,41.158098,10
262,-8.648082,41.158989,10
263,-8.646129,41.156721,10
264,-8.644698,41.15349,10
265,-8.641341,41.150574,10
266,-8.640243,41.146857,10
267,-8.639685,41.143635,10
268,-8.641926,41.143833,10
269,-8.639919,41.145291,10
270,-8.637048,41.143851,10
271,-8.634852,41.141475,10
272,-8.631738,41.139576,10
273,-8.629137,41.137785,10
274,-8.628507,41.136192,10
275,-8.627904,41.134779,10
276,-8.627607,41.134068,10
277,-8.626887,41.132313,10
278,-8.626392,41.130765,10
279,-8.625915,41.129748,10
280,-8.624862,41.127723,10
281,-8.62353,41.125824,10
282,-8.623593,41.125167,10
283,-8.621541,41.124582,10
284,-8.619795,41.124078,10
285,-8.61939,41.123889,10
286,-8.618904,41.124267,10
287,-8.61795,41.125374,10
288,-8.61858,41.126751,10
289,-8.619552,41.128524,10
290,-8.619993,41.129469,10
291,-8.620119,41.129649,10
292,-8.620146,41.129658,10
293,-8.620137,41.129649,10
294,-8.638767,41.159376,10
295,-8.638668,41.159349,10
296,-8.638641,41.15934,10
297,-8.638659,41.15934,10
298,-8.638425,41.159412,10
299,-8.63685,41.159268,10
300,-8.63487,41.159016,10
301,-8.633313,41.158863,10
302,-8.632818,41.15997,10
303,-8.632989,41.160996,10
304,-8.63253,41.161959,10
305,-8.631,41.162751,10
306,-8.629074,41.163624,10
307,-8.627373,41.163777,10
308,-8.627706,41.164803,10
309,-8.630514,41.165091,10
310,-8.633304,41.163903,10
311,-8.635986,41.164173,10
312,-8.639244,41.16483,10
313,-8.642079,41.167116,10
314,-8.645364,41.169879,10
315,-8.648757,41.172651,10
316,-8.652087,41.175432,10
317,-8.655525,41.178159,10
318,-8.611965,41.153481,10
319,-8.6121,41.15268,10
320,-8.658954,41.180922,10
321,-8.662383,41.183703,10
322,-8.665722,41.186448,10
323,-8.667162,41.18895,10
324,-8.666442,41.191488,10
325,-8.665353,41.194899,10
326,-8.661843,41.197716,10
327,-8.657982,41.200479,10
328,-8.65359,41.20209,10
329,-8.650377,41.201478,10
330,-8.650692,41.203494,10
331,-8.651637,41.206743,10
332,-8.652213,41.210649,10
333,-8.653914,41.214402,10
334,-8.656884,41.217741,10
335,-8.66016,41.22117,10
336,-8.663382,41.224572,10
337,-8.666766,41.22765,10
338,-8.667711,41.23089,10
339,-8.66664,41.233887,10
340,-8.667837,41.23656,10
341,-8.66871,41.238621,10
342,-8.669862,41.239062,10
343,-8.670411,41.238171,10
344,-8.670312,41.237559,10
345,-8.670312,41.237613,10
346,-8.67024,41.237613,10
347,-8.67015,41.237586,10
348,-8.669988,41.23755,10
349,-8.669943,41.237541,10
350,-8.618913,41.154615,10
351,-8.618778,41.154111,10
352,-8.618292,41.153157,10
353,-8.617842,41.15268,10
354,-8.616024,41.152707,10
355,-8.614359,41.152941,10
356,-8.613567,41.153022,10
357,-8.613459,41.153526,10
358,-8.613099,41.15367,10
359,-8.611965,41.153481,10
360,-8.6121,41.15268,10
361,-8.612298,41.151699,10
362,-8.612469,41.150853,10
363,-8.612361,41.150313,10
364,-8.61246,41.149836,10
365,-8.612298,41.149656,10
366,-8.612199,41.149521,10
367,-8.612154,41.14944,10
368,-8.612298,41.149008,10
369,-8.612424,41.148378,10
370,-8.613,41.148243,10
371,-8.621757,41.147559,10
372,-8.623755,41.14809,10
373,-8.62551,41.1489,10
374,-8.625906,41.150853,10
375,-8.626275,41.152572,10
376,-8.628345,41.152455,10
377,-8.630892,41.152617,10
378,-8.63325,41.152635,10
379,-8.635959,41.1525,10
380,-8.638533,41.153085,10
381,-8.641107,41.153715,10
382,-8.643546,41.154435,10
383,-8.646147,41.1543,10
384,-8.648559,41.154246,10
385,-8.650395,41.153922,10
386,-8.651529,41.152617,10
387,-8.651781,41.153175,10
388,-8.651691,41.153733,10
389,-8.652123,41.154516,10
390,-8.65224,41.154624,10
391,-8.652267,41.154633,10
392,-8.611983,41.150358,10
393,-8.613117,41.149989,10
394,-8.614089,41.149557,10
395,-8.614413,41.148504,10
396,-8.614368,41.148414,10
397,-8.614359,41.148423,10
398,-8.614386,41.14845,10
399,-8.614638,41.147919,10
400,-8.615115,41.148261,10
401,-8.615052,41.148648,10
402,-8.614953,41.148603,10
403,-8.614953,41.148693,10
404,-8.615106,41.148792,10
405,-8.614962,41.148675,10
406,-8.614971,41.149233,10
407,-8.614692,41.150457,10
408,-8.61444,41.151564,10
409,-8.613765,41.152392,10
410,-8.612865,41.153508,10
411,-8.611992,41.154237,10
412,-8.611902,41.155956,10
413,-8.611056,41.157189,10
414,-8.609787,41.157423,10
415,-8.609517,41.157342,10
416,-8.609418,41.157369,10
417,-8.608923,41.157684,10
418,-8.608086,41.159475,10
419,-8.606259,41.163822,10
420,-8.605836,41.165451,10
421,-8.603136,41.165514,10
422,-8.601705,41.163894,10
423,-8.60058,41.164587,10
424,-8.598987,41.165451,10
425,-8.598744,41.165388,10
426,-8.598816,41.165217,10
427,-8.598789,41.165181,10
428,-8.598762,41.165181,10
429,-8.598735,41.165181,10
430,-8.598717,41.165163,10
431,-8.598726,41.165163,10
432,-8.598744,41.165154,10
433,-8.598762,41.165163,10
434,-8.599194,41.164497,10
435,-8.599644,41.165019,10
436,-8.59995,41.165127,10
437,-8.600706,41.165928,10
438,-8.601264,41.165613,10
439,-8.602317,41.164947,10
440,-8.602146,41.164479,10
441,-8.601804,41.163957,10
442,-8.601705,41.163903,10
443,-8.601624,41.163813,10
444,-8.602686,41.162922,10
445,-8.60382,41.162049,10
446,-8.603883,41.162076,10
447,-8.603892,41.16204,10
448,-8.604405,41.161842,10
449,-8.605152,41.161959,10
450,-8.605845,41.162013,10
451,-8.638227,41.159592,10
452,-8.637543,41.15925,10
453,-8.635158,41.158881,10
454,-8.633196,41.158926,10
455,-8.632728,41.160276,10
456,-8.633052,41.161095,10
457,-8.632656,41.161842,10
458,-8.632593,41.161806,10
459,-8.631315,41.162598,10
460,-8.629092,41.163597,10
461,-8.626662,41.163471,10
462,-8.624799,41.163354,10
463,-8.622864,41.16303,10
464,-8.620425,41.162724,10
465,-8.617752,41.16249,10
466,-8.61525,41.162202,10
467,-8.612811,41.161905,10
468,-8.611299,41.161707,10
469,-8.609742,41.1615,10
470,-8.60994,41.160105,10
471,-8.610075,41.158242,10
472,-8.610003,41.156145,10
473,-8.610084,41.15412,10
474,-8.610075,41.152455,10
475,-8.610714,41.15106,10
476,-8.611335,41.150331,10
477,-8.611524,41.150367,10
478,-8.61156,41.150403,10
479,-8.611596,41.150439,10
480,-8.665686,41.170626,10
481,-8.665677,41.170653,10
482,-8.664786,41.171319,10
483,-8.663238,41.172453,10
484,-8.66205,41.173875,10
485,-8.662248,41.175378,10
486,-8.663733,41.176413,10
487,-8.663751,41.17725,10
488,-8.663229,41.177754,10
489,-8.66322,41.177763,10
490,-8.66322,41.177763,10
491,-8.662986,41.17779,10
492,-8.661771,41.176773,10
493,-8.6589,41.177169,10
494,-8.656083,41.177772,10
495,-8.65512,41.177898,10
496,-8.653248,41.178708,10
497,-8.652699,41.180409,10
498,-8.653203,41.182677,10
499,-8.653302,41.183631,10
500,-8.653806,41.185359,10
501,-8.654166,41.18697,10
502,-8.654328,41.187816,10
503,-8.654337,41.187816,10
504,-8.654337,41.187816,10
505,-8.654337,41.187816,10
506,-8.639847,41.159826,10
507,-8.640351,41.159871,10
508,-8.642196,41.160114,10
509,-8.644455,41.160492,10
510,-8.646921,41.160951,10
511,-8.649999,41.161491,10
512,-8.653167,41.162031,10
513,-8.656434,41.16258,10
514,-8.660178,41.163192,10
515,-8.663112,41.163687,10
516,-8.666235,41.1642,10
517,-8.669169,41.164704,10
518,-8.670852,41.165136,10
519,-8.670942,41.166576,10
520,-8.66961,41.167962,10
521,-8.668098,41.168988,10
522,-8.66664,41.170005,10
523,-8.665767,41.170635,10
524,-8.66574,41.170671,10
525,-8.606601,41.147955,5
526,-8.606457,41.14791,5
527,-8.606349,41.148099,5
528,-8.606322,41.148189,5
529,-8.606304,41.148135,5
530,-8.606322,41.148189,5
531,-8.606241,41.148252,5
532,-8.60571,41.148144,5
533,-8.604855,41.147883,5
534,-8.604036,41.147676,5
535,-8.603667,41.147559,5
536,-8.6031,41.147415,5
537,-8.602587,41.147298,5
538,-8.602227,41.14719,5
539,-8.602236,41.147226,5
540,-8.602209,41.147217,5
541,-8.601912,41.14719,5
542,-8.600625,41.147451,5
543,-8.600508,41.147487,5
544,-8.600373,41.147541,5
545,-8.59968,41.14782,5
546,-8.599689,41.147829,5
547,-8.59968,41.147865,5
548,-8.599554,41.147919,5
549,-8.599104,41.148045,5
550,-8.599068,41.14809,5
551,-8.599041,41.148099,5
552,-8.599014,41.148072,5
553,-8.598717,41.148126,5
554,-8.598339,41.148342,5
555,-8.598771,41.149008,5
556,-8.598105,41.150259,5
557,-8.597241,41.151762,5
558,-8.596152,41.153616,5
559,-8.59527,41.155173,5
560,-8.595279,41.155209,5
561,-8.595189,41.15529,5
562,-8.594829,41.155893,5
563,-8.594568,41.156298,5
564,-8.593749,41.157702,5
565,-8.592948,41.159106,5
566,-8.592417,41.160132,5
567,-8.591877,41.161104,5
568,-8.590608,41.162715,5
569,-8.582616,41.163471,5
570,-8.581149,41.163381,5
571,-8.581563,41.164524,5
572,-8.581977,41.164884,5
573,-8.582175,41.165145,5
574,-8.582688,41.165829,5
575,-8.584812,41.166756,5
576,-8.585928,41.166801,5
577,-8.586936,41.167134,5
578,-8.588421,41.167971,5
579,-8.589303,41.168466,5
580,-8.590077,41.168916,5
581,-8.593029,41.170815,5
582,-8.59473,41.172984,5
583,-8.593461,41.176215,5
584,-8.59302,41.180013,5
585,-8.593515,41.183973,5
586,-8.594712,41.1876,5
587,-8.593479,41.19084,5
588,-8.591355,41.193918,5
589,-8.588781,41.196654,5
590,-8.587224,41.198976,5
591,-8.586126,41.198769,5
592,-8.589564,41.198238,5
593,-8.592732,41.196924,5
594,-8.596863,41.197653,5
595,-8.601336,41.198994,5
596,-8.606268,41.200128,5
597,-8.611281,41.20101,5
598,-8.616186,41.202099,5
599,-8.620722,41.203998,5
600,-8.624997,41.205879,5
601,-8.629308,41.207229,5
602,-8.634321,41.206797,5
603,-8.639307,41.20533,5
604,-8.64414,41.204043,5
605,-8.648469,41.20317,5
606,-8.651394,41.204619,5
607,-8.651538,41.20722,5
608,-8.652375,41.211117,5
609,-8.654436,41.215167,5
610,-8.658036,41.218992,5
611,-8.661348,41.222448,5
612,-8.664615,41.225877,5
613,-8.667954,41.228955,5
614,-8.667072,41.232132,5
615,-8.667198,41.23485,5
616,-8.667864,41.23692,5
617,-8.66916,41.238783,5
618,-8.67051,41.238828,5
619,-8.670159,41.237136,5
620,-8.670114,41.236794,5
621,-8.670096,41.236803,5
622,-8.670006,41.236767,5
623,-8.669817,41.236164,5
624,-8.591301,41.162616,5
625,-8.591022,41.162517,5
626,-8.591814,41.161545,5
627,-8.593047,41.160627,5
628,-8.595333,41.160726,5
629,-8.59725,41.160978,5
630,-8.599464,41.161275,5
631,-8.599995,41.16132,5
632,-8.600994,41.161455,5
633,-8.603298,41.161806,5
634,-8.605269,41.162067,5
635,-8.607249,41.162238,5
636,-8.608896,41.162463,5
637,-8.610678,41.16267,5
638,-8.610975,41.162679,5
639,-8.610957,41.162661,5
640,-8.610939,41.162661,5
641,-8.611893,41.162796,5
642,-8.614386,41.163093,5
643,-8.616582,41.163381,5
644,-8.618751,41.163642,5
645,-8.620353,41.16384,5
646,-8.620353,41.163831,5
647,-8.620344,41.16384,5
648,-8.620803,41.163471,5
649,-8.620893,41.162913,5
650,-8.620848,41.162949,5
651,-8.620803,41.162967,5
652,-8.620866,41.162508,5
653,-8.6211,41.161338,5
654,-8.621559,41.160537,5
655,-8.623197,41.16033,5
656,-8.624241,41.160024,5
657,-8.624304,41.160024,5
658,-8.60652,41.144526,5
659,-8.606601,41.144598,5
660,-8.607213,41.144463,5
661,-8.608077,41.143176,5
662,-8.608185,41.143113,5
663,-8.608104,41.143158,5
664,-8.608041,41.143194,5
665,-8.607915,41.142807,5
666,-8.605611,41.142663,5
667,-8.605071,41.143698,5
668,-8.604405,41.145084,5
669,-8.603487,41.145462,5
670,-8.602326,41.145579,5
671,-8.600607,41.145759,5
672,-8.600418,41.146497,5
673,-8.599788,41.147388,5
674,-8.598942,41.148054,5
675,-8.59878,41.148189,5
676,-8.59878,41.148216,5
677,-8.598411,41.148351,5
678,-8.598789,41.149008,5
679,-8.598114,41.150106,5
680,-8.597151,41.151915,5
681,-8.596863,41.152455,5
682,-8.596098,41.153796,5
683,-8.595018,41.155713,5
684,-8.593938,41.157558,5
685,-8.592687,41.1597,5
686,-8.591616,41.161437,5
687,-8.590284,41.163048,5
688,-8.589582,41.163354,5
689,-8.588844,41.162958,5
690,-8.588871,41.162967,5
691,-8.588871,41.162976,5
692,-8.58888,41.162976,5
693,-8.58888,41.162967,5
694,-8.624169,41.156199,5
695,-8.624169,41.15619,5
696,-8.624151,41.156199,5
697,-8.623935,41.15691,5
698,-8.62353,41.158278,5
699,-8.622558,41.15808,5
700,-8.622738,41.156892,5
701,-8.623026,41.155947,5
702,-8.623017,41.155983,5
703,-8.623026,41.155992,5
704,-8.622981,41.155875,5
705,-8.62155,41.155983,5
706,-8.620353,41.15547,5
707,-8.618274,41.155092,5
708,-8.615691,41.154624,5
709,-8.613459,41.154201,5
710,-8.61327,41.153823,5
711,-8.611884,41.153625,5
712,-8.609157,41.153562,5
713,-8.606817,41.153463,5
714,-8.606574,41.152419,5
715,-8.607195,41.151384,5
716,-8.606493,41.151015,5
717,-8.604783,41.150916,5
718,-8.603289,41.150979,5
719,-8.602416,41.151042,5
720,-8.602425,41.15106,5
721,-8.602425,41.151069,5
722,-8.601732,41.151078,5
723,-8.600391,41.15106,5
724,-8.600139,41.150727,5
725,-8.6004,41.149377,5
726,-8.599203,41.149206,5
727,-8.598213,41.148414,5
728,-8.596269,41.14971,5
729,-8.594361,41.1507,5
730,-8.594316,41.150754,5
731,-8.593389,41.150772,5
732,-8.590959,41.150097,5
733,-8.588196,41.149395,5
734,-8.586054,41.148828,5
735,-8.585622,41.148792,5
736,-8.585631,41.148783,5
737,-8.585631,41.148783,5
738,-8.585631,41.148774,5
739,-8.58564,41.148774,5
740,-8.585649,41.148756,5
741,-8.6058,41.153517,5
742,-8.606133,41.153472,5
743,-8.606178,41.152842,5
744,-8.607258,41.151132,5
745,-8.606979,41.150934,5
746,-8.607015,41.150916,5
747,-8.606943,41.150916,5
748,-8.606322,41.151015,5
749,-8.604198,41.150979,5
750,-8.602434,41.151042,5
751,-8.601471,41.151123,5
752,-8.600184,41.151051,5
753,-8.600355,41.149656,5
754,-8.599176,41.149332,5
755,-8.597826,41.148693,5
756,-8.595189,41.150349,5
757,-8.593038,41.150628,5
758,-8.589573,41.149719,5
759,-8.586864,41.14899,5
760,-8.586729,41.148963,5
761,-8.615538,41.14071,5
762,-8.615808,41.140656,5
763,-8.618004,41.141187,5
764,-8.620515,41.142735,5
765,-8.622252,41.143914,5
766,-8.624421,41.144589,5
767,-8.627085,41.144751,5
768,-8.630172,41.14521,5
769,-8.631369,41.146038,5
770,-8.632026,41.146533,5
771,-8.63379,41.147478,5
772,-8.636427,41.148225,5
773,-8.63847,41.148387,5
774,-8.640072,41.148477,5
775,-8.643033,41.148036,5
776,-8.646057,41.148441,5
777,-8.648559,41.148216,5
778,-8.650836,41.148045,5
779,-8.653176,41.148414,5
780,-8.654454,41.149854,5
781,-8.655795,41.150322,5
782,-8.655858,41.150313,5
783,-8.656056,41.150484,5
784,-8.655885,41.151744,5
785,-8.653266,41.152176,5
786,-8.651709,41.152725,5
787,-8.653401,41.153544,5
788,-8.655057,41.153157,5
789,-8.655489,41.154255,5
790,-8.655255,41.154453,5
791,-8.609652,41.1408,5
792,-8.607393,41.141322,5
793,-8.603532,41.141808,5
794,-8.599698,41.141862,5
795,-8.59626,41.140404,5
796,-8.593155,41.140017,5
797,-8.589861,41.140413,5
798,-8.587746,41.141925,5
799,-8.585739,41.143536,5
800,-8.583219,41.143698,5
801,-8.580843,41.143689,5
802,-8.578818,41.144346,5
803,-8.576847,41.144301,5
804,-8.574291,41.143941,5
805,-8.572527,41.142888,5
806,-8.572626,41.14125,5
807,-8.571789,41.139855,5
808,-8.571069,41.137722,5
809,-8.570682,41.135589,5
810,-8.569395,41.134248,5
811,-8.569422,41.132727,5
812,-8.568396,41.130864,5
813,-8.566902,41.128767,5
814,-8.565489,41.126976,5
815,-8.562987,41.126094,5
816,-8.560431,41.126508,5
817,-8.558766,41.126337,5
818,-8.557605,41.126166,5
819,-8.556012,41.126859,5
820,-8.553897,41.127498,5
821,-8.552547,41.128956,5
822,-8.550405,41.129496,5
823,-8.549334,41.129505,5
824,-8.609967,41.140827,5
825,-8.609337,41.139567,5
826,-8.609841,41.138883,5
827,-8.612379,41.13801,5
828,-8.615349,41.137299,5
829,-8.617932,41.136912,5
830,-8.618346,41.135562,5
831,-8.618004,41.13279,5
832,-8.618058,41.131314,5
833,-8.620002,41.131278,5
834,-8.622081,41.131089,5
835,-8.623287,41.129649,5
836,-8.624277,41.129829,5
837,-8.625339,41.130306,5
838,-8.626716,41.130324,5
839,-8.627058,41.129046,5
840,-8.628543,41.127588,5
841,-8.629209,41.127111,5
842,-8.629191,41.12712,5
843,-8.629218,41.127102,5
844,-8.630604,41.126328,5
845,-8.632467,41.126049,5
846,-8.634033,41.126229,5
847,-8.636121,41.125797,5
848,-8.637849,41.126886,5
849,-8.639208,41.127552,5
850,-8.641197,41.128083,5
851,-8.643195,41.129055,5
852,-8.644203,41.129532,5
853,-8.644212,41.129514,5
854,-8.64459,41.130747,5
855,-8.64351,41.131125,5
856,-8.642871,41.132313,5
857,-8.642133,41.132043,5
858,-8.642133,41.131998,5
859,-8.641998,41.131953,5
860,-8.612955,41.140377,5
861,-8.612991,41.140359,5
862,-8.61309,41.140368,5
863,-8.613297,41.14035,5
864,-8.614512,41.140269,5
865,-8.615358,41.140215,5
866,-8.615988,41.140422,5
867,-8.615556,41.140701,5
868,-8.614548,41.14116,5
869,-8.614269,41.142285,5
870,-8.61372,41.143032,5
871,-8.612631,41.143932,5
872,-8.61174,41.14458,5
873,-8.611461,41.144787,5
874,-8.611488,41.144787,5
875,-8.611434,41.144796,5
876,-8.611308,41.144886,5
877,-8.610615,41.144103,5
878,-8.609715,41.143158,5
879,-8.608599,41.143149,5
880,-8.608581,41.143167,5
881,-8.608563,41.143158,5
882,-8.60733,41.142501,5
883,-8.605224,41.143338,5
884,-8.604468,41.145084,5
885,-8.604405,41.145192,5
886,-8.603703,41.145444,5
887,-8.603307,41.145525,5
888,-8.602038,41.145687,5
889,-8.602011,41.145678,5
890,-8.60193,41.146875,5
891,-8.602074,41.149197,5
892,-8.602317,41.151816,5
893,-8.602452,41.154129,5
894,-8.60247,41.15592,5
895,-8.615907,41.140557,5
896,-8.614449,41.141088,5
897,-8.613522,41.14143,5
898,-8.609904,41.140827,5
899,-8.609301,41.139522,5
900,-8.609544,41.138865,5
901,-8.610777,41.137551,5
902,-8.611452,41.136012,5
903,-8.610624,41.134563,5
904,-8.609319,41.134446,5
905,-8.608014,41.1345,5
906,-8.607987,41.134536,5
907,-8.607987,41.134518,5
908,-8.607861,41.134536,5
909,-8.60778,41.134545,5
910,-8.607411,41.134527,5
911,-8.605476,41.134392,5
912,-8.604603,41.134176,5
913,-8.604594,41.134158,5
914,-8.612964,41.140359,5
915,-8.613378,41.14035,5
916,-8.614215,41.140278,5
917,-8.614773,41.140368,5
918,-8.615907,41.140449,5
919,-8.616609,41.140602,5
920,-8.618472,41.141412,5
921,-8.620623,41.142789,5
922,-8.622558,41.144094,5
923,-8.62506,41.144805,5
924,-8.627436,41.144733,5
925,-8.630082,41.145174,5
926,-8.6319,41.146461,5
927,-8.632584,41.147316,5
928,-8.631252,41.148774,5
929,-8.629713,41.150628,5
930,-8.628804,41.152077,5
931,-8.628579,41.152464,5
